StockID,MAE test loss (accuracy),train test loss dif %,fit
PAYX.csv,1.0748652219772339,-15.233952134746891,Underfitting
TTD.csv,4.096185684204102,-1.868898594756227,Underfitting
AXON.csv,2.7370381355285645,-6.494038572124398,Underfitting
TEAM.csv,2.7398269176483154,-3.702895214619216,Underfitting
CHTR.csv,1.6087466478347778,-9.621663404285984,Underfitting
ROST.csv,1.4565308094024658,-12.026825977830638,Underfitting
LULU.csv,2.0521230697631836,-6.335255838248417,Underfitting
FANG.csv,2.381101608276367,-10.695006937702498,Underfitting
BKR.csv,1.9977062940597534,-7.212358991145794,Underfitting
MNST.csv,1.3520785570144653,-11.266188049957933,Underfitting
DDOG.csv,3.358786106109619,-0.9988054026244318,Marginal
CTSH.csv,1.365264892578125,-10.616731001101773,Underfitting
FAST.csv,1.3357552289962769,-11.891881988514385,Underfitting
KDP.csv,1.0716753005981445,-17.87992913999437,Underfitting
ODFL.csv,1.6069228649139404,-8.12457277949448,Underfitting
AZN.csv,1.232574701309204,-9.994861493171914,Underfitting
EXC.csv,1.1592998504638672,-10.280755965968561,Underfitting
VRSK.csv,1.0993298292160034,-11.164715218559426,Underfitting
GEHC.csv,1.5384527444839478,-5.018768495540389,Underfitting
XEL.csv,1.048073172569275,-13.711896689922845,Underfitting
IDXX.csv,1.5728939771652222,-11.635138812234388,Underfitting
CCEP.csv,1.1820980310440063,-14.70832359954764,Underfitting
TTWO.csv,1.6686229705810547,-6.566406430695861,Underfitting
KHC.csv,1.4454854726791382,-7.4943076582004124,Underfitting
DXCM.csv,2.5247814655303955,-8.567825205756263,Underfitting
EA.csv,1.4028853178024292,-11.892350777640967,Underfitting
CSGP.csv,1.5262067317962646,-11.636895156781833,Underfitting
ZS.csv,3.399714946746826,-5.7752966790958755,Underfitting
ANSS.csv,1.4164485931396484,-14.321965677538225,Underfitting
MCHP.csv,1.7820664644241333,-8.666478855994733,Underfitting
CDW.csv,1.4517607688903809,-12.445281230462719,Underfitting
WBD.csv,2.5838820934295654,-2.7601102429053137,Underfitting
ON.csv,2.468294620513916,-4.3239072540261665,Underfitting
GFS.csv,2.799670457839966,-1.369178523963228,Underfitting
ARM.csv,4.817037582397461,-10.983882204054888,Underfitting
BIIB.csv,1.8189611434936523,-10.803055618461801,Underfitting
MDB.csv,3.884066343307495,-3.2789597819611647,Underfitting
